scenario,year,week,hour,branch,bound,dual_value
NT,2030,21,161,90,min,0.0
NT,2030,21,161,90,max,0.0
NT,2030,21,162,90,min,0.0
NT,2030,21,162,90,max,0.0
NT,2030,21,163,90,min,0.0
NT,2030,21,163,90,max,0.0
NT,2030,21,164,90,min,0.0
NT,2030,21,164,90,max,0.0
NT,2030,21,165,90,min,0.0
NT,2030,21,165,90,max,0.0
NT,2030,21,166,90,min,0.0
NT,2030,21,166,90,max,0.0
NT,2030,21,167,90,min,0.0
NT,2030,21,167,90,max,0.0
NT,2030,42,0,90,min,0.0
NT,2030,42,0,90,max,0.0
NT,2030,42,1,90,min,0.0
NT,2030,42,1,90,max,0.0
NT,2030,42,2,90,min,0.0
NT,2030,42,2,90,max,0.0
NT,2030,42,3,90,min,0.0
NT,2030,42,3,90,max,0.0
NT,2030,42,4,90,min,0.0
NT,2030,42,4,90,max,0.0
NT,2030,42,5,90,min,0.0
NT,2030,42,5,90,max,0.0
NT,2030,42,6,90,min,0.0
NT,2030,42,6,90,max,0.0
NT,2030,42,7,90,min,0.0
NT,2030,42,7,90,max,0.0
NT,2030,42,8,90,min,0.0
NT,2030,42,8,90,max,0.0
NT,2030,42,9,90,min,0.0
NT,2030,42,9,90,max,0.0
NT,2030,42,10,90,min,0.0
NT,2030,42,10,90,max,0.0
NT,2030,42,11,90,min,0.0
NT,2030,42,11,90,max,0.0
NT,2030,42,12,90,min,0.0
NT,2030,42,12,90,max,0.0
NT,2030,42,13,90,min,0.0
NT,2030,42,13,90,max,0.0
NT,2030,42,14,90,min,0.0
NT,2030,42,14,90,max,0.0
NT,2030,42,15,90,min,0.0
NT,2030,42,15,90,max,0.0
NT,2030,42,16,90,min,0.0
NT,2030,42,16,90,max,0.0
NT,2030,42,17,90,min,0.0
NT,2030,42,17,90,max,0.0
NT,2030,42,18,90,min,0.0
NT,2030,42,18,90,max,0.0
NT,2030,42,19,90,min,0.0
NT,2030,42,19,90,max,0.0
NT,2030,42,20,90,min,0.0
NT,2030,42,20,90,max,0.0
NT,2030,42,21,90,min,0.0
NT,2030,42,21,90,max,0.0
NT,2030,42,22,90,min,0.0
NT,2030,42,22,90,max,0.0
NT,2030,42,23,90,min,0.0
NT,2030,42,23,90,max,0.0
NT,2030,42,24,90,min,0.0
NT,2030,42,24,90,max,0.0
NT,2030,42,25,90,min,0.0
NT,2030,42,25,90,max,0.0
NT,2030,42,26,90,min,0.0
NT,2030,42,26,90,max,0.0
NT,2030,42,27,90,min,0.0
NT,2030,42,27,90,max,0.0
NT,2030,42,28,90,min,0.0
NT,2030,42,28,90,max,0.0
NT,2030,42,29,90,min,0.0
NT,2030,42,29,90,max,0.0
NT,2030,42,30,90,min,0.0
NT,2030,42,30,90,max,0.0
NT,2030,42,31,90,min,0.0
NT,2030,42,31,90,max,0.0
NT,2030,42,32,90,min,0.0
NT,2030,42,32,90,max,0.0
NT,2030,42,33,90,min,0.0
NT,2030,42,33,90,max,0.0
NT,2030,42,34,90,min,0.0
NT,2030,42,34,90,max,0.0
NT,2030,42,35,90,min,0.0
NT,2030,42,35,90,max,0.0
NT,2030,42,36,90,min,0.0
NT,2030,42,36,90,max,0.0
NT,2030,42,37,90,min,0.0
NT,2030,42,37,90,max,0.0
NT,2030,42,38,90,min,0.0
NT,2030,42,38,90,max,0.0
NT,2030,42,39,90,min,0.0
NT,2030,42,39,90,max,0.0
NT,2030,42,40,90,min,0.0
NT,2030,42,40,90,max,0.0
NT,2030,42,41,90,min,0.0
NT,2030,42,41,90,max,0.0
NT,2030,42,42,90,min,0.0
NT,2030,42,42,90,max,0.0
NT,2030,42,43,90,min,0.0
NT,2030,42,43,90,max,0.0
NT,2030,42,44,90,min,0.0
NT,2030,42,44,90,max,0.0
NT,2030,42,45,90,min,0.0
NT,2030,42,45,90,max,0.0
NT,2030,42,46,90,min,0.0
NT,2030,42,46,90,max,0.0
NT,2030,42,47,90,min,0.0
NT,2030,42,47,90,max,0.0
NT,2030,42,48,90,min,0.0
NT,2030,42,48,90,max,0.0
NT,2030,42,49,90,min,0.0
NT,2030,42,49,90,max,0.0
NT,2030,42,50,90,min,0.0
NT,2030,42,50,90,max,0.0
NT,2030,42,51,90,min,0.0
NT,2030,42,51,90,max,0.0
NT,2030,42,52,90,min,0.0
NT,2030,42,52,90,max,0.0
NT,2030,42,53,90,min,0.0
NT,2030,42,53,90,max,0.0
NT,2030,42,54,90,min,0.0
NT,2030,42,54,90,max,0.0
NT,2030,42,55,90,min,0.0
NT,2030,42,55,90,max,0.0
NT,2030,42,56,90,min,0.0
NT,2030,42,56,90,max,0.0
NT,2030,42,57,90,min,0.0
NT,2030,42,57,90,max,0.0
NT,2030,42,58,90,min,0.0
NT,2030,42,58,90,max,0.0
NT,2030,42,59,90,min,0.0
NT,2030,42,59,90,max,0.0
NT,2030,42,60,90,min,0.0
NT,2030,42,60,90,max,0.0
NT,2030,42,61,90,min,0.0
NT,2030,42,61,90,max,0.0
NT,2030,42,62,90,min,0.0
NT,2030,42,62,90,max,0.0
NT,2030,42,63,90,min,0.0
NT,2030,42,63,90,max,0.0
NT,2030,42,64,90,min,0.0
NT,2030,42,64,90,max,0.0
NT,2030,42,65,90,min,0.0
NT,2030,42,65,90,max,0.0
NT,2030,42,66,90,min,0.0
NT,2030,42,66,90,max,0.0
NT,2030,42,67,90,min,0.0
NT,2030,42,67,90,max,0.0
NT,2030,42,68,90,min,0.0
NT,2030,42,68,90,max,0.0
NT,2030,42,69,90,min,0.0
NT,2030,42,69,90,max,0.0
NT,2030,42,70,90,min,0.0
NT,2030,42,70,90,max,0.0
NT,2030,42,71,90,min,0.0
NT,2030,42,71,90,max,0.0
NT,2030,42,72,90,min,0.0
NT,2030,42,72,90,max,0.0
NT,2030,42,73,90,min,0.0
NT,2030,42,73,90,max,0.0
NT,2030,42,74,90,min,0.0
NT,2030,42,74,90,max,0.0
NT,2030,42,75,90,min,0.0
NT,2030,42,75,90,max,0.0
NT,2030,42,76,90,min,0.0
NT,2030,42,76,90,max,0.0
NT,2030,42,77,90,min,0.0
NT,2030,42,77,90,max,0.0
NT,2030,42,78,90,min,0.0
NT,2030,42,78,90,max,0.0
NT,2030,42,79,90,min,0.0
NT,2030,42,79,90,max,0.0
NT,2030,42,80,90,min,0.0
NT,2030,42,80,90,max,0.0
NT,2030,42,81,90,min,0.0
NT,2030,42,81,90,max,0.0
NT,2030,42,82,90,min,0.0
NT,2030,42,82,90,max,0.0
NT,2030,42,83,90,min,0.0
NT,2030,42,83,90,max,0.0
NT,2030,42,84,90,min,0.0
NT,2030,42,84,90,max,0.0
NT,2030,42,85,90,min,0.0
NT,2030,42,85,90,max,0.0
NT,2030,42,86,90,min,0.0
NT,2030,42,86,90,max,0.0
NT,2030,42,87,90,min,0.0
NT,2030,42,87,90,max,0.0
NT,2030,42,88,90,min,0.0
NT,2030,42,88,90,max,0.0
NT,2030,42,89,90,min,0.0
NT,2030,42,89,90,max,0.0
NT,2030,42,90,90,min,0.0
NT,2030,42,90,90,max,0.0
NT,2030,42,91,90,min,0.0
NT,2030,42,91,90,max,0.0
NT,2030,42,92,90,min,0.0
NT,2030,42,92,90,max,0.0
NT,2030,42,93,90,min,0.0
NT,2030,42,93,90,max,0.0
NT,2030,42,94,90,min,0.0
NT,2030,42,94,90,max,0.0
NT,2030,42,95,90,min,0.0
NT,2030,42,95,90,max,0.0
NT,2030,42,96,90,min,0.0
NT,2030,42,96,90,max,0.0
NT,2030,42,97,90,min,0.0
NT,2030,42,97,90,max,0.0
NT,2030,42,98,90,min,0.0
NT,2030,42,98,90,max,0.0
NT,2030,42,99,90,min,0.0
NT,2030,42,99,90,max,0.0
NT,2030,42,100,90,min,0.0
NT,2030,42,100,90,max,0.0
NT,2030,42,101,90,min,0.0
NT,2030,42,101,90,max,0.0
NT,2030,42,102,90,min,0.0
NT,2030,42,102,90,max,0.0
NT,2030,42,103,90,min,0.0
NT,2030,42,103,90,max,0.0
NT,2030,42,104,90,min,0.0
NT,2030,42,104,90,max,0.0
NT,2030,42,105,90,min,0.0
NT,2030,42,105,90,max,0.0
NT,2030,42,106,90,min,0.0
NT,2030,42,106,90,max,0.0
NT,2030,42,107,90,min,0.0
NT,2030,42,107,90,max,0.0
NT,2030,42,108,90,min,0.0
NT,2030,42,108,90,max,0.0
NT,2030,42,109,90,min,0.0
NT,2030,42,109,90,max,0.0
NT,2030,42,110,90,min,0.0
NT,2030,42,110,90,max,0.0
NT,2030,42,111,90,min,0.0
NT,2030,42,111,90,max,0.0
NT,2030,42,112,90,min,0.0
NT,2030,42,112,90,max,0.0
NT,2030,42,113,90,min,0.0
NT,2030,42,113,90,max,0.0
NT,2030,42,114,90,min,0.0
NT,2030,42,114,90,max,0.0
NT,2030,42,115,90,min,0.0
NT,2030,42,115,90,max,0.0
NT,2030,42,116,90,min,0.0
NT,2030,42,116,90,max,0.0
NT,2030,42,117,90,min,0.0
NT,2030,42,117,90,max,0.0
NT,2030,42,118,90,min,0.0
NT,2030,42,118,90,max,0.0
NT,2030,42,119,90,min,0.0
NT,2030,42,119,90,max,0.0
NT,2030,42,120,90,min,0.0
NT,2030,42,120,90,max,0.0
NT,2030,42,121,90,min,0.0
NT,2030,42,121,90,max,0.0
NT,2030,42,122,90,min,0.0
NT,2030,42,122,90,max,0.0
NT,2030,42,123,90,min,0.0
NT,2030,42,123,90,max,0.0
NT,2030,42,124,90,min,0.0
NT,2030,42,124,90,max,0.0
NT,2030,42,125,90,min,0.0
NT,2030,42,125,90,max,0.0
NT,2030,42,126,90,min,0.0
NT,2030,42,126,90,max,0.0
NT,2030,42,127,90,min,0.0
NT,2030,42,127,90,max,0.0
NT,2030,42,128,90,min,0.0
NT,2030,42,128,90,max,0.0
NT,2030,42,129,90,min,0.0
NT,2030,42,129,90,max,0.0
NT,2030,42,130,90,min,0.0
NT,2030,42,130,90,max,0.0
NT,2030,42,131,90,min,0.0
NT,2030,42,131,90,max,0.0
NT,2030,42,132,90,min,0.0
NT,2030,42,132,90,max,0.0
NT,2030,42,133,90,min,0.0
NT,2030,42,133,90,max,0.0
NT,2030,42,134,90,min,0.0
NT,2030,42,134,90,max,0.0
NT,2030,42,135,90,min,0.0
NT,2030,42,135,90,max,0.0
NT,2030,42,136,90,min,0.0
NT,2030,42,136,90,max,0.0
NT,2030,42,137,90,min,0.0
NT,2030,42,137,90,max,0.0
NT,2030,42,138,90,min,0.0
NT,2030,42,138,90,max,0.0
NT,2030,42,139,90,min,0.0
NT,2030,42,139,90,max,0.0
NT,2030,42,140,90,min,0.0
NT,2030,42,140,90,max,0.0
NT,2030,42,141,90,min,0.0
NT,2030,42,141,90,max,0.0
NT,2030,42,142,90,min,0.0
NT,2030,42,142,90,max,0.0
NT,2030,42,143,90,min,0.0
NT,2030,42,143,90,max,0.0
NT,2030,42,144,90,min,0.0
NT,2030,42,144,90,max,0.0
NT,2030,42,145,90,min,0.0
NT,2030,42,145,90,max,0.0
NT,2030,42,146,90,min,0.0
NT,2030,42,146,90,max,0.0
NT,2030,42,147,90,min,0.0
NT,2030,42,147,90,max,0.0
NT,2030,42,148,90,min,0.0
NT,2030,42,148,90,max,0.0
NT,2030,42,149,90,min,0.0
NT,2030,42,149,90,max,0.0
NT,2030,42,150,90,min,0.0
NT,2030,42,150,90,max,0.0
NT,2030,42,151,90,min,0.0
NT,2030,42,151,90,max,0.0
NT,2030,42,152,90,min,0.0
NT,2030,42,152,90,max,0.0
NT,2030,42,153,90,min,0.0
NT,2030,42,153,90,max,0.0
NT,2030,42,154,90,min,0.0
NT,2030,42,154,90,max,0.0
NT,2030,42,155,90,min,0.0
NT,2030,42,155,90,max,0.0
NT,2030,42,156,90,min,0.0
NT,2030,42,156,90,max,0.0
NT,2030,42,157,90,min,0.0
NT,2030,42,157,90,max,0.0
NT,2030,42,158,90,min,0.0
NT,2030,42,158,90,max,0.0
NT,2030,42,159,90,min,0.0
NT,2030,42,159,90,max,0.0
NT,2030,42,160,90,min,0.0
NT,2030,42,160,90,max,0.0
NT,2030,42,161,90,min,0.0
NT,2030,42,161,90,max,0.0
NT,2030,42,162,90,min,0.0
NT,2030,42,162,90,max,0.0
NT,2030,42,163,90,min,0.0
NT,2030,42,163,90,max,0.0
NT,2030,42,164,90,min,0.0
NT,2030,42,164,90,max,0.0
NT,2030,42,165,90,min,0.0
NT,2030,42,165,90,max,0.0
NT,2030,42,166,90,min,0.0
NT,2030,42,166,90,max,0.0
NT,2030,42,167,90,min,0.0
NT,2030,42,167,90,max,0.0
NT,2040,21,0,90,min,0.0
NT,2040,21,0,90,max,0.0
NT,2040,21,1,90,min,0.0
NT,2040,21,1,90,max,0.0
NT,2040,21,2,90,min,0.0
NT,2040,21,2,90,max,0.0
NT,2040,21,3,90,min,0.0
NT,2040,21,3,90,max,0.0
NT,2040,21,4,90,min,0.0
NT,2040,21,4,90,max,0.0
NT,2040,21,5,90,min,0.0
NT,2040,21,5,90,max,0.0
NT,2040,21,6,90,min,0.0
NT,2040,21,6,90,max,0.0
NT,2040,21,7,90,min,0.0
NT,2040,21,7,90,max,0.0
NT,2040,21,8,90,min,0.0
NT,2040,21,8,90,max,0.0
NT,2040,21,9,90,min,0.0
NT,2040,21,9,90,max,0.0
NT,2040,21,10,90,min,0.0
NT,2040,21,10,90,max,0.0
NT,2040,21,11,90,min,0.0
NT,2040,21,11,90,max,0.0
NT,2040,21,12,90,min,0.0
NT,2040,21,12,90,max,0.0
NT,2040,21,13,90,min,0.0
NT,2040,21,13,90,max,0.0
NT,2040,21,14,90,min,0.0
NT,2040,21,14,90,max,0.0
NT,2040,21,15,90,min,0.0
NT,2040,21,15,90,max,0.0
NT,2040,21,16,90,min,0.0
NT,2040,21,16,90,max,0.0
NT,2040,21,17,90,min,0.0
NT,2040,21,17,90,max,0.0
NT,2040,21,18,90,min,0.0
NT,2040,21,18,90,max,0.0
NT,2040,21,19,90,min,0.0
NT,2040,21,19,90,max,0.0
NT,2040,21,20,90,min,0.0
NT,2040,21,20,90,max,0.0
NT,2040,21,21,90,min,0.0
NT,2040,21,21,90,max,0.0
NT,2040,21,22,90,min,0.0
NT,2040,21,22,90,max,0.0
NT,2040,21,23,90,min,0.0
NT,2040,21,23,90,max,0.0
NT,2040,21,24,90,min,0.0
NT,2040,21,24,90,max,0.0
NT,2040,21,25,90,min,0.0
NT,2040,21,25,90,max,0.0
NT,2040,21,26,90,min,0.0
NT,2040,21,26,90,max,0.0
NT,2040,21,27,90,min,0.0
NT,2040,21,27,90,max,0.0
NT,2040,21,28,90,min,0.0
NT,2040,21,28,90,max,0.0
NT,2040,21,29,90,min,0.0
NT,2040,21,29,90,max,0.0
NT,2040,21,30,90,min,0.0
NT,2040,21,30,90,max,0.0
NT,2040,21,31,90,min,0.0
NT,2040,21,31,90,max,0.0
NT,2040,21,32,90,min,0.0
NT,2040,21,32,90,max,0.0
NT,2040,21,33,90,min,0.0
NT,2040,21,33,90,max,0.0
NT,2040,21,34,90,min,0.0
NT,2040,21,34,90,max,0.0
NT,2040,21,35,90,min,0.0
NT,2040,21,35,90,max,0.0
NT,2040,21,36,90,min,0.0
NT,2040,21,36,90,max,0.0
NT,2040,21,37,90,min,0.0
NT,2040,21,37,90,max,0.0
NT,2040,21,38,90,min,0.0
NT,2040,21,38,90,max,0.0
NT,2040,21,39,90,min,0.0
NT,2040,21,39,90,max,0.0
NT,2040,21,40,90,min,0.0
NT,2040,21,40,90,max,0.0
NT,2040,21,41,90,min,0.0
NT,2040,21,41,90,max,0.0
NT,2040,21,42,90,min,0.0
NT,2040,21,42,90,max,0.0
NT,2040,21,43,90,min,0.0
NT,2040,21,43,90,max,0.0
NT,2040,21,44,90,min,0.0
NT,2040,21,44,90,max,0.0
NT,2040,21,45,90,min,0.0
NT,2040,21,45,90,max,0.0
NT,2040,21,46,90,min,0.0
NT,2040,21,46,90,max,0.0
NT,2040,21,47,90,min,0.0
NT,2040,21,47,90,max,0.0
NT,2040,21,48,90,min,0.0
NT,2040,21,48,90,max,0.0
NT,2040,21,49,90,min,0.0
NT,2040,21,49,90,max,0.0
NT,2040,21,50,90,min,0.0
NT,2040,21,50,90,max,0.0
NT,2040,21,51,90,min,0.0
NT,2040,21,51,90,max,0.0
NT,2040,21,52,90,min,0.0
NT,2040,21,52,90,max,0.0
NT,2040,21,53,90,min,0.0
NT,2040,21,53,90,max,0.0
NT,2040,21,54,90,min,0.0
NT,2040,21,54,90,max,0.0
NT,2040,21,55,90,min,3.5149054135325215e-05
NT,2040,21,55,90,max,0.0
NT,2040,21,56,90,min,0.0
NT,2040,21,56,90,max,0.0
NT,2040,21,57,90,min,0.0
NT,2040,21,57,90,max,0.0
NT,2040,21,58,90,min,0.0
NT,2040,21,58,90,max,0.0
NT,2040,21,59,90,min,0.0
NT,2040,21,59,90,max,0.0
NT,2040,21,60,90,min,0.0
NT,2040,21,60,90,max,0.0
NT,2040,21,61,90,min,0.0
NT,2040,21,61,90,max,0.0
NT,2040,21,62,90,min,0.0
NT,2040,21,62,90,max,0.0
NT,2040,21,63,90,min,0.0
NT,2040,21,63,90,max,0.0
NT,2040,21,64,90,min,0.0
NT,2040,21,64,90,max,0.0
NT,2040,21,65,90,min,0.0
NT,2040,21,65,90,max,0.0
NT,2040,21,66,90,min,0.0
NT,2040,21,66,90,max,0.0
NT,2040,21,67,90,min,0.0
NT,2040,21,67,90,max,0.0
NT,2040,21,68,90,min,0.0
NT,2040,21,68,90,max,0.0
NT,2040,21,69,90,min,0.0
NT,2040,21,69,90,max,0.0
NT,2040,21,70,90,min,0.0
NT,2040,21,70,90,max,0.0
NT,2040,21,71,90,min,0.0
NT,2040,21,71,90,max,0.0
NT,2040,21,72,90,min,0.0
NT,2040,21,72,90,max,0.0
NT,2040,21,73,90,min,0.0
NT,2040,21,73,90,max,0.0
NT,2040,21,74,90,min,0.0
NT,2040,21,74,90,max,0.0
NT,2040,21,75,90,min,0.0
NT,2040,21,75,90,max,0.0
NT,2040,21,76,90,min,0.0
NT,2040,21,76,90,max,0.0
NT,2040,21,77,90,min,0.0
NT,2040,21,77,90,max,0.0
NT,2040,21,78,90,min,0.0
NT,2040,21,78,90,max,0.0
NT,2040,21,79,90,min,0.0
NT,2040,21,79,90,max,0.0
NT,2040,21,80,90,min,0.0
NT,2040,21,80,90,max,0.0
NT,2040,21,81,90,min,0.0
NT,2040,21,81,90,max,0.0
NT,2040,21,82,90,min,0.0
NT,2040,21,82,90,max,0.0
NT,2040,21,83,90,min,0.0
NT,2040,21,83,90,max,0.0
NT,2040,21,84,90,min,0.0
NT,2040,21,84,90,max,0.0
NT,2040,21,85,90,min,0.0
NT,2040,21,85,90,max,0.0
NT,2040,21,86,90,min,0.0
NT,2040,21,86,90,max,0.0
NT,2040,21,87,90,min,0.0
NT,2040,21,87,90,max,0.0
NT,2040,21,88,90,min,0.0
NT,2040,21,88,90,max,0.0
NT,2040,21,89,90,min,0.0
NT,2040,21,89,90,max,0.0
NT,2040,21,90,90,min,0.0
NT,2040,21,90,90,max,0.0
NT,2040,21,91,90,min,0.0
NT,2040,21,91,90,max,0.0
NT,2040,21,92,90,min,0.0
NT,2040,21,92,90,max,0.0
NT,2040,21,93,90,min,0.0
NT,2040,21,93,90,max,0.0
NT,2040,21,94,90,min,0.0
NT,2040,21,94,90,max,0.0
NT,2040,21,95,90,min,0.0
NT,2040,21,95,90,max,0.0
NT,2040,21,96,90,min,0.0
NT,2040,21,96,90,max,0.0
NT,2040,21,97,90,min,0.0
NT,2040,21,97,90,max,0.0
NT,2040,21,98,90,min,0.0
NT,2040,21,98,90,max,0.0
NT,2040,21,99,90,min,0.0
NT,2040,21,99,90,max,0.0
NT,2040,21,100,90,min,0.0
NT,2040,21,100,90,max,0.0
NT,2040,21,101,90,min,0.0
NT,2040,21,101,90,max,0.0
NT,2040,21,102,90,min,0.0
NT,2040,21,102,90,max,0.0
NT,2040,21,103,90,min,0.0
NT,2040,21,103,90,max,0.0
NT,2040,21,104,90,min,0.0
NT,2040,21,104,90,max,0.0
NT,2040,21,105,90,min,0.0
NT,2040,21,105,90,max,0.0
NT,2040,21,106,90,min,0.0
NT,2040,21,106,90,max,0.0
NT,2040,21,107,90,min,0.0
NT,2040,21,107,90,max,0.0
NT,2040,21,108,90,min,0.0
NT,2040,21,108,90,max,0.0
NT,2040,21,109,90,min,0.0
NT,2040,21,109,90,max,0.0
NT,2040,21,110,90,min,0.0
NT,2040,21,110,90,max,0.0
NT,2040,21,111,90,min,0.0
NT,2040,21,111,90,max,0.0
NT,2040,21,112,90,min,0.0
NT,2040,21,112,90,max,0.0
NT,2040,21,113,90,min,0.0
NT,2040,21,113,90,max,0.0
NT,2040,21,114,90,min,0.0
NT,2040,21,114,90,max,0.0
NT,2040,21,115,90,min,0.0
NT,2040,21,115,90,max,0.0
NT,2040,21,116,90,min,0.0
NT,2040,21,116,90,max,0.0
NT,2040,21,117,90,min,0.0
NT,2040,21,117,90,max,0.0
NT,2040,21,118,90,min,0.0
NT,2040,21,118,90,max,0.0
NT,2040,21,119,90,min,0.0
NT,2040,21,119,90,max,0.0
NT,2040,21,120,90,min,0.0
NT,2040,21,120,90,max,0.0
NT,2040,21,121,90,min,0.0
NT,2040,21,121,90,max,0.0
NT,2040,21,122,90,min,0.0
NT,2040,21,122,90,max,0.0
NT,2040,21,123,90,min,0.0
NT,2040,21,123,90,max,0.0
NT,2040,21,124,90,min,0.0
NT,2040,21,124,90,max,0.0
NT,2040,21,125,90,min,0.0
NT,2040,21,125,90,max,0.0
NT,2040,21,126,90,min,0.0
NT,2040,21,126,90,max,0.0
NT,2040,21,127,90,min,3.4969686250238435e-05
NT,2040,21,127,90,max,0.0
NT,2040,21,128,90,min,0.0
NT,2040,21,128,90,max,0.0
NT,2040,21,129,90,min,0.0
NT,2040,21,129,90,max,0.0
NT,2040,21,130,90,min,0.0
NT,2040,21,130,90,max,0.0
NT,2040,21,131,90,min,0.0
NT,2040,21,131,90,max,0.0
NT,2040,21,132,90,min,0.0
NT,2040,21,132,90,max,0.0
NT,2040,21,133,90,min,0.0
NT,2040,21,133,90,max,0.0
NT,2040,21,134,90,min,0.0
NT,2040,21,134,90,max,0.0
NT,2040,21,135,90,min,0.0
NT,2040,21,135,90,max,0.0
NT,2040,21,136,90,min,0.0
NT,2040,21,136,90,max,0.0
NT,2040,21,137,90,min,0.0
NT,2040,21,137,90,max,0.0
NT,2040,21,138,90,min,0.0
NT,2040,21,138,90,max,0.0
NT,2040,21,139,90,min,0.0
NT,2040,21,139,90,max,0.0
NT,2040,21,140,90,min,0.0
NT,2040,21,140,90,max,0.0
NT,2040,21,141,90,min,0.0
NT,2040,21,141,90,max,0.0
NT,2040,21,142,90,min,0.0
NT,2040,21,142,90,max,0.0
NT,2040,21,143,90,min,0.0
NT,2040,21,143,90,max,0.0
NT,2040,21,144,90,min,0.0
NT,2040,21,144,90,max,0.0
NT,2040,21,145,90,min,0.0
NT,2040,21,145,90,max,0.0
NT,2040,21,146,90,min,0.0
NT,2040,21,146,90,max,0.0
NT,2040,21,147,90,min,0.0
NT,2040,21,147,90,max,0.0
NT,2040,21,148,90,min,0.0
NT,2040,21,148,90,max,0.0
NT,2040,21,149,90,min,0.0
NT,2040,21,149,90,max,0.0
NT,2040,21,150,90,min,0.0
NT,2040,21,150,90,max,0.0
NT,2040,21,151,90,min,0.0
NT,2040,21,151,90,max,0.0
NT,2040,21,152,90,min,0.0
NT,2040,21,152,90,max,0.0
NT,2040,21,153,90,min,0.0
NT,2040,21,153,90,max,0.0
NT,2040,21,154,90,min,0.0
NT,2040,21,154,90,max,0.0
NT,2040,21,155,90,min,2.665673017210544e-05
NT,2040,21,155,90,max,0.0
NT,2040,21,156,90,min,0.0
NT,2040,21,156,90,max,0.0
NT,2040,21,157,90,min,0.0
NT,2040,21,157,90,max,0.0
NT,2040,21,158,90,min,0.0
NT,2040,21,158,90,max,0.0
NT,2040,21,159,90,min,0.0
NT,2040,21,159,90,max,0.0
NT,2040,21,160,90,min,0.0
NT,2040,21,160,90,max,0.0
NT,2040,21,161,90,min,0.0
NT,2040,21,161,90,max,0.0
NT,2040,21,162,90,min,0.0
NT,2040,21,162,90,max,0.0
NT,2040,21,163,90,min,0.0
NT,2040,21,163,90,max,0.0
NT,2040,21,164,90,min,0.0
NT,2040,21,164,90,max,0.0
NT,2040,21,165,90,min,0.0
NT,2040,21,165,90,max,0.0
NT,2040,21,166,90,min,0.0
NT,2040,21,166,90,max,0.0
NT,2040,21,167,90,min,0.0
NT,2040,21,167,90,max,0.0
NT,2040,42,0,90,min,0.0
NT,2040,42,0,90,max,0.0
NT,2040,42,1,90,min,0.0
NT,2040,42,1,90,max,0.0
NT,2040,42,2,90,min,0.0
NT,2040,42,2,90,max,0.0
NT,2040,42,3,90,min,0.0
NT,2040,42,3,90,max,0.0
NT,2040,42,4,90,min,0.0
NT,2040,42,4,90,max,0.0
NT,2040,42,5,90,min,0.0
NT,2040,42,5,90,max,0.0
NT,2040,42,6,90,min,0.0
NT,2040,42,6,90,max,0.0
NT,2040,42,7,90,min,0.0
NT,2040,42,7,90,max,0.0
NT,2040,42,8,90,min,0.0
NT,2040,42,8,90,max,0.0
NT,2040,42,9,90,min,0.0
NT,2040,42,9,90,max,0.0
NT,2040,42,10,90,min,0.0
NT,2040,42,10,90,max,0.0
NT,2040,42,11,90,min,0.0
NT,2040,42,11,90,max,0.0
NT,2040,42,12,90,min,0.0
NT,2040,42,12,90,max,0.0
NT,2040,42,13,90,min,0.0
NT,2040,42,13,90,max,0.0
NT,2040,42,14,90,min,0.0
NT,2040,42,14,90,max,0.0
NT,2040,42,15,90,min,0.0
NT,2040,42,15,90,max,0.0
NT,2040,42,16,90,min,0.0
NT,2040,42,16,90,max,0.0
NT,2040,42,17,90,min,0.0
NT,2040,42,17,90,max,0.0
NT,2040,42,18,90,min,0.0
NT,2040,42,18,90,max,0.0
NT,2040,42,19,90,min,0.0
NT,2040,42,19,90,max,0.0
NT,2040,42,20,90,min,0.0
NT,2040,42,20,90,max,0.0
NT,2040,42,21,90,min,0.0
NT,2040,42,21,90,max,0.0
NT,2040,42,22,90,min,0.0
NT,2040,42,22,90,max,0.0
NT,2040,42,23,90,min,0.0
NT,2040,42,23,90,max,0.0
NT,2040,42,24,90,min,0.0
NT,2040,42,24,90,max,0.0
NT,2040,42,25,90,min,0.0
NT,2040,42,25,90,max,0.0
NT,2040,42,26,90,min,0.0
NT,2040,42,26,90,max,0.0
NT,2040,42,27,90,min,0.0
NT,2040,42,27,90,max,0.0
NT,2040,42,28,90,min,0.0
NT,2040,42,28,90,max,0.0
NT,2040,42,29,90,min,0.0
NT,2040,42,29,90,max,0.0
NT,2040,42,30,90,min,0.0
NT,2040,42,30,90,max,0.0
NT,2040,42,31,90,min,0.0
NT,2040,42,31,90,max,0.0
NT,2040,42,32,90,min,0.0
NT,2040,42,32,90,max,0.0
NT,2040,42,33,90,min,0.0
NT,2040,42,33,90,max,0.0
NT,2040,42,34,90,min,0.0
NT,2040,42,34,90,max,0.0
NT,2040,42,35,90,min,0.0
NT,2040,42,35,90,max,0.0
NT,2040,42,36,90,min,0.0
NT,2040,42,36,90,max,0.0
NT,2040,42,37,90,min,0.0
NT,2040,42,37,90,max,0.0
NT,2040,42,38,90,min,0.0
NT,2040,42,38,90,max,0.0
NT,2040,42,39,90,min,0.0
NT,2040,42,39,90,max,0.0
NT,2040,42,40,90,min,0.0
NT,2040,42,40,90,max,0.0
NT,2040,42,41,90,min,0.0
NT,2040,42,41,90,max,0.0
NT,2040,42,42,90,min,0.0
NT,2040,42,42,90,max,0.0
NT,2040,42,43,90,min,0.0
NT,2040,42,43,90,max,0.0
NT,2040,42,44,90,min,0.0
